year;make;model;trim;body;transmission;vin;state;condition;odometer;color;interior;mmr;sellingprice
2009;MINI;Cooper;S;Convertible;automatic;wmwms33549ty07876;ca;;29044;gray;;12700;13000
2009;Ford;Fusion;S;Sedan;automatic;3fahp06z49r159157;ca;19;94354;black;beige;4750;3300
2009;Nissan;370Z;Base;Coupe;automatic;jn1az44e19m402478;ca;27;84969;silver;gray;13650;13100
2009;Ford;F-150;XLT;SuperCrew;automatic;1ftpw12v79kc92985;ca;19;87659;black;gray;13250;15000
2009;Nissan;Murano;LE;SUV;automatic;jn8az18w49w112484;ca;38;91971;silver;black;11600;12800
2009;GMC;Acadia;SLT-2;SUV;automatic;1gker33d69j179121;ca;28;124516;gray;gray;9750;10300
2009;Lincoln;MKS;Base;Sedan;automatic;1lnhm93rx9g606752;ca;37;90270;blue;tan;10550;10800
2009;Chevrolet;HHR;LT;Wagon;automatic;3gnca53vx9s602433;ca;34;92302;gray;tan;5725;5600
2009;Jaguar;XF;Supercharged;Sedan;automatic;sajwa07c991r19169;ca;2;55314;gray;black;18950;13000
2009;Lincoln;MKS;Base;Sedan;automatic;1lnhm94r59g627183;ca;34;54466;silver;black;14300;15000
2009;Kia;Rio;LX;Sedan;automatic;knade223696442665;ca;2;106229;red;black;3275;2700
2009;Mercedes-Benz;CLK-Class;CLK550;Convertible;automatic;wdbtk72f19t105674;ca;43;59589;black;gray;18750;15000
2009;Chevrolet;Tahoe;LTZ;SUV;automatic;1gnfc33079r299954;ca;38;132335;white;beige;14350;15500
2009;Volkswagen;Jetta;TDI Loyal Edition;Sedan;automatic;3vwcl71k69m002954;ca;26;67232;black;black;10850;11100
2009;Chevrolet;Tahoe Hybrid;Base;SUV;automatic;1gnfc13569r102451;ca;24;112297;black;black;15200;16000
2009;Honda;Fit;Base;Hatchback;automatic;jhmge88259s047142;ca;31;44016;red;gray;7425;8700
2009;Ford;Flex;Limited;Wagon;automatic;2fmdk53c49ba80599;ca;41;91190;gray;black;10950;13250
2009;Subaru;Impreza;WRX;Hatchback;manual;jf1gh766x9g827008;ca;35;64423;blue;black;15350;15000
2009;Kia;Spectra;EX;Sedan;automatic;knafe222795664881;ca;19;75430;black;beige;4250;3500
2009;Mercedes-Benz;C-Class;C300 Luxury;Sedan;automatic;wddgf54x69r080324;ca;42;58123;gray;black;14850;17100
2009;Toyota;Corolla;S;Sedan;automatic;1nxbu40e09z106823;ca;37;55475;red;gray;8750;7600
2009;Toyota;RAV4;Base;SUV;automatic;jtmzf33v99d009171;ca;34;118067;gray;beige;9075;9100
2009;Toyota;Camry;Base;Sedan;automatic;4t1be46k99u293134;ca;27;173082;silver;gray;5825;6250
2009;Mitsubishi;Lancer;GTS;Sedan;automatic;ja3au86w09u016089;ca;24;74656;white;black;7775;8300
2009;Dodge;Caliber;SXT;Wagon;automatic;1b3hb48a69d157055;ca;19;99593;blue;black;4625;4800
2009;BMW;X5;xDrive30i;SUV;automatic;5uxfe43579l274932;ca;28;80986;white;black;18250;16500
2009;Ford;Econoline Cargo;E-150;Van;automatic;1ftne14l29da91649;ca;3;77473;white;gray;12900;11750
2009;Ford;Econoline Wagon;E-350 Super Duty XL;Van;automatic;1fbne31l69da12052;ca;2;104102;white;gray;9550;10200
2009;Honda;Accord;LX;Sedan;automatic;1hgcp26379a032751;ca;44;39080;silver;gray;9800;12300
2009;Hyundai;Accent;GLS;Sedan;automatic;kmhcn46c99u371084;ca;33;65121;blue;beige;3500;5300
2009;Chrysler;PT Cruiser;Base;Wagon;automatic;3a8fy48919t513327;ca;;102710;black;gray;3050;2300
2009;Lexus;IS 250;Base;Sedan;automatic;jthbk262995089492;ca;25;91966;white;beige;13000;13000
2009;BMW;X5;xDrive48i;SUV;automatic;5uxfe83509l309074;ca;29;82850;black;brown;19000;18750
2009;Honda;Accord;EX-L V-6;Sedan;automatic;1hgcp36859a037335;ca;28;74029;green;black;11000;12000
2009;Hyundai;Sonata;SE V6;Sedan;automatic;5npeu46f29h489739;ca;;75030;white;black;7625;9400
2009;BMW;7 Series;750Li;Sedan;automatic;wbakb83559cy61434;ca;36;63409;white;beige;27500;27500
2009;Dodge;Challenger;R/T;Coupe;manual;2b3lj54t79h621273;ca;44;68356;white;black;17200;18500
2009;Subaru;Impreza;WRX;Hatchback;manual;jf1gh76629g820313;ca;28;106044;blue;black;11700;12500
2009;Chevrolet;Avalanche;LTZ;Crew Cab;automatic;3gnec32049g168235;ca;32;78653;black;tan;20100;24500
2009;Honda;Odyssey;EX-L;Minivan;automatic;5fnrl38609b408666;ca;24;87540;blue;gray;11200;12500
2009;Mercedes-Benz;CLS-Class;CLS550;Sedan;automatic;wdddj72x79a141839;ca;37;67439;silver;black;21800;24000
2009;BMW;3 Series;328i;Sedan;automatic;wbaph53549a437399;ca;33;91084;white;beige;10750;11600
2009;Kia;Optima;LX;Sedan;automatic;knage228495314648;ca;29;77200;burgundy;beige;6075;6000
2009;Honda;Civic;LX;Sedan;automatic;2hgfa16579h341583;ca;3;1;silver;gray;9325;1000
2009;Ford;Focus;SE;Sedan;automatic;1fahp35n09w247166;ca;2;97159;silver;black;5025;3300
2009;Toyota;Corolla;LE;Sedan;automatic;jtdbl40e899023540;ca;23;108512;silver;gray;6550;6100
2009;Hyundai;Sonata;GLS;Sedan;automatic;5npet46c79h413393;ca;31;93344;gray;beige;5675;5900
2009;Mercedes-Benz;GL-Class;GL320 BlueTEC;SUV;automatic;4jgbf25e49a530322;ca;;66570;white;;25900;25250
2009;Nissan;Murano;S;SUV;automatic;jn8az18w79w115119;ca;25;119943;gray;black;8275;8500
2009;Volkswagen;Jetta;S PZEV;Sedan;automatic;3vwjz71k59m149739;ca;35;53435;white;black;7075;8900
2009;Cadillac;STS;V8;Sedan;automatic;1g6dz67a190107602;ca;2;103052;white;black;9175;9000
2009;Chrysler;Town and Country;Touring;Minivan;automatic;2a8hr54199r567599;ca;28;89624;green;gray;8025;7000
2009;Honda;Fit;Sport;Hatchback;automatic;jhmge88429s015413;ca;4;124009;black;black;6475;5800
2009;Kia;Spectra;EX;Sedan;automatic;knafe222895621487;ca;3;114879;silver;gray;3150;4200
2009;Toyota;Corolla;LE;Sedan;automatic;jtdbl40e799055931;ca;29;125068;black;gray;6075;5300
2009;Toyota;Corolla;S;Sedan;automatic;1nxbu40e49z005445;ca;;169387;white;black;6500;6000
2009;Mercedes-Benz;M-Class;ML350 4MATIC;SUV;automatic;4jgbb86e49a478395;ca;34;71559;black;black;18550;18300
2009;Volkswagen;Jetta;S PZEV;Sedan;automatic;3vwjz71k79m060738;ca;22;64829;black;black;6525;5400
2009;BMW;X5;xDrive30i;SUV;automatic;5uxfe43539l266455;ca;;83374;brown;tan;18000;15500
2009;Nissan;Altima;2.5 S;Coupe;automatic;1n4al24e19c102230;ca;42;75697;gray;black;8800;10300
2009;MINI;Cooper;Base;Hatchback;automatic;wmwmf33589tw71059;ca;39;60249;white;gray;8025;8400
2009;Toyota;Prius;Touring;Hatchback;automatic;jtdkb20u893475134;ca;35;82294;gray;gray;9025;11000
2009;MINI;Cooper;Base;Hatchback;automatic;wmwmf33509tt69779;ca;41;65531;silver;black;7750;8000
2008;Chevrolet;Express Cargo;2500;Van;automatic;1gcgg25k981222025;ca;3;87068;black;gray;10250;11400
2008;Honda;Ridgeline;RT;Crew Cab;automatic;2hjyk16278h515642;ca;33;117101;silver;black;8325;9200
2008;BMW;X3;3.0si;SUV;automatic;wbxpc93488wj05650;ca;;102221;gray;;10500;8800
2008;Ford;F-450 Super Duty;Lariat;Crew Cab;automatic;1ftxw43r18ec20423;ca;35;75558;gray;beige;24900;29000
2008;BMW;3 Series;328i;Sedan;automatic;wbavc53588fz86739;ca;27;91100;black;black;9525;9500
2008;Chevrolet;Impala;LS;Sedan;automatic;2g1wb58n089178034;ca;37;110202;blue;beige;4450;5500
2008;Dodge;Magnum;Base;Wagon;automatic;2d4fv47t48h147712;ca;26;138985;red;gray;3950;2900
2008;Honda;Accord;EX-L V-6;Sedan;automatic;1hgcp36848a014725;ca;43;76120;gray;gray;9500;12500
2008;Ford;F-150;XLT;SuperCab;;1ftrx14w58fb45888;ca;35;107182;white;gray;10750;11000
2008;Dodge;Durango;SXT;SUV;automatic;1d8hd38k18f114274;ca;41;135722;black;gray;3950;4500
2008;Ford;Edge;Limited;SUV;automatic;2fmdk39c78ba13991;ca;34;84486;red;beige;10650;9100
2008;Ford;F-250 Super Duty;XL;SuperCab;automatic;1ftsx21568ed76873;ca;24;102437;white;beige;8000;7500
2008;Chevrolet;Impala;LS;Sedan;automatic;2g1wt58k081233552;ca;27;97504;silver;gray;5425;5100
2008;BMW;3 Series;335i;Coupe;automatic;wbawb73558p039039;ca;22;112268;silver;gray;11050;10250
2008;Audi;A4;2.0T;Sedan;automatic;wauaf78e68a115667;ca;29;103496;—;black;6875;7300
2009;Volvo;S40;2.4i;Sedan;automatic;yv1ms390292432522;ca;28;90257;gray;black;6800;3500
2008;Dodge;Charger;Base;Sedan;automatic;2b3ka43r08h198143;ca;39;113097;white;black;6200;8600
2008;Chrysler;Sebring;LX;Convertible;automatic;1c3lc45k68n271346;ca;26;81907;white;gray;3975;4500
2008;Chevrolet;Malibu Classic;LS Fleet;Sedan;automatic;1g1zs58f78f115056;ca;19;90909;gray;gray;4600;2900
2008;Audi;Q7;3.6 quattro;SUV;automatic;wa1ay94l88d040668;ca;25;101633;gray;black;12600;12300
2008;Dodge;Magnum;Base;Wagon;automatic;2d4fv47t28h207065;ca;32;98721;black;black;5600;5300
2008;BMW;3 Series;335xi;Coupe;;wbawc73568e064413;ca;;105964;black;;11350;11500
2008;Honda;Accord;EX;Coupe;automatic;1hgcs12778a026173;ca;26;106521;red;black;7025;5600
2008;Chevrolet;Avalanche;LT;Crew Cab;automatic;3gnec12008g228675;ca;37;106237;gray;black;12600;14000
2008;BMW;5 Series;550i;Sedan;automatic;wbanw53578ct52038;ca;34;83376;black;black;14300;14400
2008;Honda;Civic;LX;Coupe;automatic;2hgfg12608h529700;ca;19;75464;black;gray;6525;7400
2008;Honda;Accord;EX-L;Sedan;automatic;1hgcp26898a164324;ca;41;108561;gray;gray;8900;10200
2008;Ford;Fusion;SE;Sedan;automatic;3fahp071x8r117258;ca;3;100528;silver;beige;4975;3700
2008;Audi;TT;3.2 quattro;Hatchback;automatic;trudd38j681031690;ca;38;60542;black;black;17250;18300
2008;Dodge;Avenger;SXT;Sedan;automatic;1b3lc56r58n685331;ca;35;132932;black;gray;3775;4000
2008;Ford;Taurus X;SEL;Wagon;;1fmdk02w98ga29931;ca;;119320;white;;3300;2000
2008;Dodge;Caliber;SE;Wagon;automatic;1b3hb28b28d665096;ca;29;112455;orange;black;3625;3900
2008;MINI;Cooper;Base;Hatchback;manual;wmwmf33558tu66376;ca;28;72700;green;black;6900;6500
2008;Cadillac;CTS;Base;Sedan;automatic;1g6dm577380113509;ca;33;110201;black;black;8375;12100
2008;Audi;A8;L quattro;Sedan;automatic;waumv94e88n014267;ca;24;146426;black;brown;10650;8000
2008;MINI;Cooper;S;Hatchback;automatic;wmwmf73508tv39256;ca;2;84051;blue;black;7000;4400
2008;Ford;Explorer Sport Trac;XLT;Crew Cab;automatic;1fmeu31e48ua60577;ca;18;88389;white;gray;11050;6800
2008;GMC;Acadia;SLT-1;SUV;;1gker23768j213867;ca;36;81149;black;black;11700;11500
2008;BMW;3 Series;328i;Coupe;automatic;wbawb33578p134047;ca;28;90017;blue;brown;12100;13000
2008;Chrysler;Sebring;LX;Sedan;automatic;1c3lc46j08n226103;ca;28;112983;silver;gray;4200;3550
2008;Ford;Ranger;XLT;SuperCab;manual;1ftyr14u08pb03742;ca;2;96371;gray;black;7825;6900
2008;BMW;5 Series;550i;Sedan;manual;wbanw53508ct34027;ca;19;115502;black;;11650;8900
2008;Acura;MDX;Base;SUV;automatic;2hnyd28478h517775;ca;29;85284;silver;black;16350;17500
2008;BMW;3 Series;328i;Sedan;automatic;wbava37558nl44070;ca;4;72847;gray;gray;10650;10500
2008;Honda;Accord;EX-L V-6;Sedan;automatic;1hgcp36868a005623;ca;29;166787;black;black;6250;6400
2008;Honda;Civic;Hybrid;Sedan;automatic;jhmfa36298s021042;ca;26;86147;gray;beige;5800;6100
2008;GMC;Yukon;Denali;SUV;automatic;1gkfk63898j231482;ca;44;67896;white;beige;20700;16300
2008;BMW;X5;3.0si;SUV;automatic;5uxfe435x8l002244;ca;29;68037;gray;black;16650;17500
2008;Chrysler;Town and Country;Touring;Minivan;automatic;2a8hr54p38r758826;ca;3;43317;blue;gray;9725;5400
2008;BMW;7 Series;750Li;Sedan;automatic;wbahn83598dt81388;ca;38;112412;gray;black;12550;10900
2008;BMW;5 Series;550i;Sedan;automatic;wbanw53598ct55099;ca;4;81317;black;black;14600;14500
2008;Dodge;Ram Pickup 1500;SLT;Quad Cab;automatic;1d7ha18n38s555603;ca;35;115275;silver;gray;9475;10000
2008;Chevrolet;Silverado 2500HD;LTZ;Crew Cab;automatic;1gchk23628f152170;ca;38;63421;red;black;29100;36000
2008;Dodge;Caliber;SXT;Wagon;automatic;1b3hb48b48d626361;ca;25;129071;black;;3300;2500
2008;BMW;3 Series;335i;Sedan;automatic;wbavb77598nh78998;ca;39;77581;silver;black;11750;12000
2008;Chevrolet;Silverado 1500;Work Truck;Extended Cab;automatic;2gcec19j481266605;ca;1;105850;black;black;11850;8900
2008;Honda;Accord;EX-L;Sedan;automatic;jhmcp26878c032485;ca;25;114179;green;black;8650;8600
2008;BMW;5 Series;535i;Sedan;automatic;wbanw135x8cz81382;ca;;95318;gray;black;12100;9600
2008;Honda;Fit;Base;Hatchback;manual;jhmgd37418s004179;ca;;149757;red;black;2900;2200
2008;Dodge;Charger;Base;Sedan;automatic;2b3ka43r28h257354;ca;1;118546;black;black;5800;5800
2008;chevrolet;impala;v6 ltz;;automatic;2g1wu583x89256747;ca;32;64568;silver;gray;8800;6500
2008;Chevrolet;Silverado 1500;LS;Extended Cab;automatic;2gcek19j081127879;ca;;107520;gray;black;13500;13500
2008;Chevrolet;Silverado 1500;Work Truck;Regular Cab;automatic;1gcec14c58z296728;ca;2;166212;blue;gray;1825;3400
2008;Chevrolet;Tahoe;LT;SUV;;1gnfc13j48r186765;ca;;77806;gray;;17700;20500
2008;;;;;automatic;wbahl83508dt12627;ca;35;80100;white;beige;15050;15000
2008;Chevrolet;Malibu;LT;Sedan;automatic;1g1zj577x84168407;ca;29;84281;gold;tan;7325;6300
2008;bmw;750i;750i;;automatic;wbahl83598dt13629;ca;27;99010;white;black;14450;12800
2008;Dodge;Magnum;Base;Wagon;automatic;2d4fv47t28h111887;ca;35;108698;white;black;5175;6100
2008;Ford;Escape;XLT;SUV;automatic;1fmcu03188ke11972;ca;26;86546;red;beige;7625;5900
2008;BMW;X5;3.0si;SUV;automatic;5uxfe43558l003141;ca;27;64115;black;tan;17100;15750
2008;Ford;F-350 Super Duty;FX4;Crew Cab;automatic;1ftww31r08ea73293;ca;37;180795;white;black;14150;16500
2008;Ford;Explorer;XLT;SUV;;1fmeu63e68ua07815;ca;39;100660;black;beige;7475;6500
2008;Chrysler;PT Cruiser;Base;Wagon;automatic;3a8fy48b58t248316;ca;24;102192;white;gray;2800;2900
2008;BMW;M3;Base;Coupe;manual;wbswd93588py40002;ca;19;107410;black;black;22900;19000
2008;Dodge;Magnum;Base;Wagon;automatic;2d4fv47t38h221511;ca;1;81971;silver;black;6200;2800
2008;BMW;5 Series;528i;Sedan;automatic;wbanu53568ct02334;ca;41;94593;silver;black;10950;11250
2008;BMW;5 Series;528i;Sedan;automatic;wbanu53528ct01312;ca;2;96477;gray;gray;10000;5800
2008;Chevrolet;Impala;LS;Sedan;automatic;2g1wb58k289192023;ca;19;170680;white;gray;2675;3000
2008;Cadillac;CTS;Base;Sedan;automatic;1g6dr57v580177356;ca;28;79004;red;beige;12450;10700
2008;Ford;Fusion;SE;Sedan;automatic;3fahp07188r172985;ca;21;135414;white;black;3600;3700
2008;Dodge;Charger;RT;Sedan;automatic;2b3la53h18h265673;ca;4;105647;black;black;9325;9700
2008;Chevrolet;Colorado;LT;Crew Cab;automatic;1gcdt33ex88221068;ca;29;57280;black;black;15200;13500
2008;Dodge;Grand Caravan;SXT;Minivan;automatic;2d8hn54p28r138795;ca;36;95543;white;black;6625;6300
2008;Dodge;Nitro;SLT;SUV;automatic;1d8gt58698w123723;ca;24;86767;blue;blue;9975;8500
2008;Ford;F-250 Super Duty;XL;Crew Cab;automatic;1ftsw215x8ed71503;ca;29;57196;white;brown;11350;16300
2008;Honda;Odyssey;EX-L;Minivan;automatic;5fnrl38778b103737;ca;47;76168;white;tan;11600;15000
2009;Volkswagen;Routan;SE;Minivan;automatic;2v8hw44149r559490;ca;;70660;white;;6625;7400
2008;Dodge;Avenger;SE;Sedan;automatic;1b3lc46k68n575773;ca;27;73252;white;beige;5125;3800
2008;GMC;Sierra 1500;Denali;Crew Cab;automatic;2gtec638981308530;ca;42;54733;white;tan;22700;24250
2008;Acura;TSX;Base;Sedan;automatic;jh4cl96888c016932;ca;31;134286;silver;;7175;8600
2008;Dodge;Ram Pickup 1500;SLT;Quad Cab;automatic;1d7ha18298s511675;ca;2;127791;black;gray;9825;7000
2008;Ford;Focus;SE;Sedan;;1fahp35n08w263706;ca;2;118270;gray;gray;4050;4700
2008;Dodge;Ram Pickup 1500;ST;Regular Cab;manual;1d7ha16k68j184239;ca;34;54520;gray;gray;8750;7100
2008;Chevrolet;Cobalt;LT;Sedan;;1g1al58f687328813;ca;;104234;silver;;3800;2850
2008;Chevrolet;Colorado;LT;Crew Cab;automatic;1gccs33e288200956;ca;35;111166;blue;black;8350;10500
2008;Chrysler;300;Touring;Sedan;automatic;2c3ka53g58h207877;ca;29;138543;gray;black;5825;4900
2008;BMW;3 Series;335i;Sedan;;wbavb73578vh25688;ca;;105788;white;;9250;10000
2008;Dodge;Ram Pickup 1500;SLT;Quad Cab;automatic;1d7ha18n38s569498;ca;;75353;white;;12550;13700
2008;Chevrolet;Impala;LS;Sedan;automatic;2g1wb58k789187285;ca;26;198177;white;silver;1950;2000
2008;Ford;Expedition;Limited;SUV;automatic;1fmfu19528la04589;ca;34;82356;gray;beige;13350;14100
2008;Honda;Civic;LX;Coupe;automatic;2hgfg12618h539040;ca;25;95678;gray;gray;5925;6300
2008;Buick;Enclave;CXL;SUV;automatic;5gaev23778j202370;ca;;85689;gold;;12800;15500
2008;BMW;Z4;3.0i;Convertible;automatic;4usbu33508lw74272;ca;35;106935;gray;black;7900;9900
2008;Chrysler;Pacifica;Touring;Wagon;automatic;2a8gm68x78r631202;ca;38;114074;white;gray;4725;3700
2008;BMW;5 Series;550i;Sedan;automatic;wbanw53548ct53745;ca;43;36619;white;beige;18100;19250
2008;GMC;Acadia;SLT-1;SUV;automatic;1gker23748j233972;ca;36;99911;silver;gray;10600;10900
2008;BMW;X5;3.0si;SUV;automatic;5uxfe43588l009175;ca;41;80783;gray;silver;15850;16800
2008;Honda;Odyssey;EX;Minivan;automatic;5fnrl38468b067724;ca;19;72528;gray;gray;9625;9600
2008;MINI;Cooper;S;Hatchback;automatic;wmwmf73548tv38045;ca;35;75393;gray;black;8000;8100
2008;Chevrolet;Tahoe;LT;SUV;automatic;1gnfc13j38r145155;ca;37;108071;gray;black;14950;14600
2008;GMC;Acadia;SLT-1;SUV;automatic;1gker23708j127812;ca;28;76885;silver;black;12000;11200
2008;Acura;TSX;Base;Sedan;automatic;jh4cl96888c007163;ca;36;97982;gray;black;9100;11250
2008;Honda;Accord;LX;Sedan;manual;1hgcp25308a139947;ca;24;103529;gray;gray;7500;8000
2009;Volkswagen;Routan;S;Minivan;automatic;2v8hw34169r595241;ca;29;99711;silver;gray;6200;6000
2008;Honda;Civic;LX;Sedan;automatic;2hgfa16518h311011;ca;1;1;silver;gray;7900;1300
2008;GMC;Yukon XL;Denali;SUV;automatic;1gkfk66858j146635;ca;29;136703;black;black;14050;13400
2008;GMC;Acadia;SLT-1;SUV;automatic;1gkev23708j186144;ca;35;124508;white;beige;9125;10250
2008;Ford;F-250 Super Duty;XLT;SuperCab;automatic;1ftsx21528ed23250;ca;28;105527;white;beige;13150;8500
2008;Ford;Explorer;Limited;SUV;;1fmeu75888ua44202;ca;31;97647;gray;black;10650;10900
2008;Audi;S6;quattro;Sedan;automatic;waudn94f08n139322;ca;29;131245;silver;black;14750;17500
2008;Dodge;Charger;Base;Sedan;automatic;2b3ka43g28h198272;ca;21;129660;silver;black;5400;6000
2008;BMW;X5;4.8i;SUV;automatic;5uxfe83528l166899;ca;36;71100;black;black;18100;19750
2008;Chevrolet;HHR;LT;Wagon;automatic;3gnda23d38s584219;ca;;116016;blue;;4125;4000
2008;Chrysler;Sebring;Touring;Convertible;automatic;1c3lc55r38n181459;ca;;87630;blue;gray;4850;4300
2008;BMW;X3;3.0si;SUV;automatic;wbxpc93438wj14207;ca;;76167;gray;;13000;13100
2008;Honda;Accord;EX V-6;Sedan;automatic;1hgcp36728a062537;ca;32;131759;silver;gray;7750;8300
2008;Ford;Focus;SE;Coupe;automatic;1fahp33n98w279146;ca;26;73190;black;black;4800;4000
2008;Dodge;Avenger;SE;Sedan;automatic;1b3lc46j88n142995;ca;19;117197;gray;gray;3850;3500
2008;Chrysler;300;LX;Sedan;automatic;2c3ka43r78h186722;ca;19;1;white;black;32500;1300
2008;BMW;3 Series;335i;Coupe;manual;wbawb73568p155897;ca;26;99109;gray;red;11950;12900
2008;Chevrolet;Tahoe;LT;SUV;automatic;1gnfc13j28j136607;ca;;115442;white;;13900;14750
2008;Chevrolet;Equinox;LS;SUV;automatic;2cndl13f786044011;ca;28;108423;blue;gray;4450;3100
2008;Dodge;Charger;Base;Sedan;automatic;2b3ka43r08h161870;ca;35;70346;silver;black;8200;9700
2008;Chevrolet;Suburban;1500 LS;SUV;automatic;3gnfc16028g285930;ca;38;91902;white;black;13800;15500
2009;Volkswagen;Rabbit;S PZEV;Hatchback;manual;wvwab71k39w021216;ca;27;89903;gray;black;4400;4800
2008;Ford;F-150;XLT;SuperCrew;;1ftpw12518fa87895;ca;;48731;gray;;15300;15750
2008;Chevrolet;Tahoe;LT;SUV;automatic;1gnfk13048r270045;ca;19;95079;white;black;16500;16000
2008;Ford;F-350 Super Duty;FX4;Crew Cab;automatic;1ftww31r28ea32664;ca;41;52845;silver;black;25700;30250
2009;Volvo;C70;T5;Convertible;automatic;yv1mc67239j076851;ca;;117521;black;;5550;10000
2008;Honda;Accord;LX-S;Coupe;automatic;1hgcs12328a000254;ca;19;50485;silver;black;8825;6600
2008;BMW;3 Series;328i;Sedan;automatic;wbavc53588fz85719;ca;34;84752;black;black;9900;10300
2008;Dodge;Ram Pickup 1500;SLT;Quad Cab;automatic;1d7ha18n68j239120;ca;2;62613;white;gray;13950;10250
2008;Chevrolet;Malibu;LS;Sedan;;1g1zg57bx84287187;ca;;86202;gray;;6250;5500
2008;BMW;X3;3.0si;SUV;automatic;wbxpc93418wj20796;ca;4;61934;blue;black;12700;10500
2008;Ford;Fusion;S;Sedan;automatic;3fahp06zx8r143480;ca;;110467;red;;3925;3800
2008;Ford;F-150;STX;SuperCab;automatic;1ftpx12538kd88205;ca;2;64783;black;black;9525;10600
2008;GMC;Sierra 2500HD;SLT;Crew Cab;automatic;1gthk23658f226603;ca;26;82034;white;beige;28900;35500
2008;Dodge;Charger;SXT;Sedan;automatic;2b3ka33g18h179335;ca;26;127497;silver;black;6400;7300
2008;Honda;Accord;EX-L;Sedan;automatic;jhmcp26838c012573;ca;41;73477;silver;black;9975;11200
2008;Chrysler;Town and Country;Limited;Minivan;automatic;2a8hr64x78r735233;ca;28;128342;blue;beige;5850;7100
2008;Honda;Accord;LX;Sedan;automatic;1hgcp26368a092311;ca;19;88738;black;beige;7975;8100
2008;Chrysler;PT Cruiser;Base;Wagon;automatic;3a8fy48b98t148977;ca;2;91111;white;gray;3100;2450
2009;Volkswagen;Jetta;SE;Sedan;automatic;3vwrm71k09m073073;ca;1;93864;gray;black;5775;5000
2008;Chevrolet;Tahoe;LT;SUV;automatic;1gnfc13j88r124611;ca;19;99589;blue;gray;17250;15000
2008;Chevrolet;Colorado;LT;Crew Cab;automatic;1gccs339388193096;ca;19;84157;white;beige;9300;11800
2008;BMW;X5;3.0si;SUV;automatic;5uxfe43518l033723;ca;;70790;gray;black;16450;15100
2008;Ford;Focus;SES;Sedan;manual;1fahp35n18w132249;ca;28;139311;black;gray;3200;3800
2008;Ford;F-250 Super Duty;XL;SuperCab;automatic;1ftsx21578eb73362;ca;24;128624;white;gray;8400;8800
2008;Ford;Fusion;SE;Sedan;automatic;3fahp07118r208144;ca;21;119779;white;black;4275;4000
2008;Honda;Fit;Sport;Hatchback;automatic;jhmgd38668s030311;ca;19;93589;blue;black;5925;5000
2008;Ford;F-150;Lariat;SuperCrew;automatic;1ftpw14v58kc85674;ca;31;132553;white;beige;12850;11100
2008;Chevrolet;Malibu;LTZ;Sedan;;1g1zk57758f233309;ca;;133663;red;;6750;5800
2008;Buick;Enclave;CXL;SUV;automatic;5gaev23718j111353;ca;35;80076;white;gray;13150;13200
2008;Dodge;Charger;Base;Sedan;automatic;2b3ka43r88h195099;ca;25;136348;gold;black;5075;4250
2009;Volkswagen;Jetta;S PZEV;Sedan;manual;3vwjz71k29m008644;ca;1;90827;—;black;5225;3300
2008;Chrysler;Sebring;LX;Sedan;automatic;1c3lc46k08n180264;ca;27;75758;gray;gray;4625;4600
2008;Ford;Fusion;S;Sedan;automatic;3fahp06z88r191463;ca;19;101943;blue;gray;4375;3800
2009;Volvo;C30;T5;Hatchback;automatic;yv1mk672992128271;ca;25;83438;red;black;8725;9000
2008;Ford;Ranger;XL;Regular Cab;automatic;1ftyr10d58pa93036;ca;;126148;white;gray;4250;3700
2008;ford;e350;club wagon xlt;;;1fdne31l88db34238;ca;4;109789;white;gray;8600;8000
2008;Nissan;Armada;LE;SUV;automatic;5n1aa08d08n605865;ca;23;96738;black;black;11550;12200
2008;Toyota;Prius;Base;Hatchback;automatic;jtdkb20u383461768;ca;27;84146;gray;gray;7825;8300
2007;BMW;3 Series;328xi;Coupe;automatic;wbawc33587pd05676;ca;19;119085;black;beige;7475;8200
2008;Saturn;VUE;XR;SUV;automatic;3gscl53788s507277;ca;36;61213;blue;gray;8025;7100
2007;BMW;5 Series;550i;Sedan;automatic;wbanb53517cp07215;ca;38;160792;gray;gray;3625;6500
2007;BMW;6 Series;650i;Convertible;automatic;wbaek13527cn80452;ca;2;128629;gray;black;12750;14250
2007;Audi;A4;2.0T;Sedan;automatic;wauaf78ex7a100071;ca;29;149684;white;black;3900;4400
2008;Maserati;GranTurismo;Base;Coupe;automatic;zamgj45a180040499;ca;31;41225;charcoal;black;43500;40500
2008;Pontiac;G6;GT;Sedan;automatic;1g2zh57n584220337;ca;33;112214;red;black;4600;5300
2007;Acura;TL;Type-S;Sedan;automatic;19uua76547a046561;ca;35;92844;white;gray;11150;13300
2008;Subaru;Impreza;WRX STI;Hatchback;manual;jf1gr89658l828880;ca;;54343;red;;21300;19250
2008;Land Rover;Range Rover Sport;HSE;SUV;automatic;salsk25458a137976;ca;28;68629;white;beige;19900;20000
2008;Toyota;Tundra;Limited;Double Cab;automatic;5tfbv58118x052051;ca;45;45505;green;beige;25500;28000
2008;Jeep;Wrangler;Unlimited Sahara;SUV;automatic;1j8gb59148l514888;ca;37;74449;silver;black;16450;18100
2008;Pontiac;G6;Base;Sedan;automatic;1g2zg57n884189149;ca;27;108163;white;black;4925;4500
2008;Nissan;Sentra;2;Sedan;automatic;3n1ab61e48l680630;ca;;155645;black;gray;3225;1800
2008;Mercedes-Benz;S-Class;S550 4MATIC;Sedan;automatic;wddng86x18a155303;ca;27;84778;black;black;23100;22500
